user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
IndE_bin_047	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	GCF_003461625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	98.79	0.93	GCF_003461625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	98.79	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000154245.1, s__Coprococcus sp000154245, 95.0, 94.55, 0.84; GCA_002437435.1, s__Coprococcus sp002437435, 95.0, 90.21, 0.77; GCF_001404675.1, s__Coprococcus eutactus_A, 95.0, 79.65, 0.19; GCA_900761435.1, s__Coprococcus sp900761435, 95.0, 79.64, 0.41; GCF_003482105.1, s__Coprococcus sp000433075, 95.0, 79.44, 0.2; GCF_000154425.1, s__Coprococcus eutactus, 95.0, 79.36, 0.19; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 79.26, 0.19; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 78.87, 0.16; GCA_900767685.1, s__Coprococcus sp900767685, 95.0, 78.74, 0.15; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 78.25, 0.13	88.84	11	N/A	Genome has more than 10.0% of markers with multiple hits
IndE_bin_048	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	GCF_003478935.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	96.99	0.88	GCF_003478935.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	96.99	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	88.54	11	N/A	N/A
IndE_bin_049	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900546065	GCA_900546065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900546065	97.81	0.85	GCA_900546065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900546065	97.81	0.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000312145.1, s__Alistipes senegalensis, 95.0, 79.78, 0.3; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 79.21, 0.29; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 78.92, 0.34; GCF_900083545.1, s__Alistipes provencensis, 95.0, 78.83, 0.32; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.82, 0.25; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 78.82, 0.3; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 78.76, 0.32; GCF_900107675.1, s__Alistipes timonensis, 95.0, 78.7, 0.28; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 78.7, 0.28; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 78.61, 0.3; GCF_900604385.1, s__Alistipes megaguti, 95.0, 78.58, 0.32; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 78.56, 0.28; GCF_000210575.1, s__Alistipes shahii, 95.0, 78.56, 0.29; GCF_006542685.1, s__Alistipes dispar, 95.0, 78.51, 0.27; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 78.48, 0.29; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 78.38, 0.2; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 78.38, 0.25; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.32, 0.24; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 78.13, 0.26; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 78.12, 0.27; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 77.96, 0.28; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 77.9, 0.24; GCF_006542665.1, s__Alistipes communis, 95.0, 77.88, 0.27; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 77.86, 0.26; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.82, 0.16; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 77.75, 0.19; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.66, 0.12; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.66, 0.17; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.52, 0.14; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 77.51, 0.13; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 77.45, 0.2; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 77.39, 0.21; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 77.26, 0.19; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.12, 0.14; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 76.9, 0.06; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.82, 0.07; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 76.77, 0.05; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.45, 0.1; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.39, 0.15; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 76.38, 0.08; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 76.28, 0.04; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 76.1, 0.07; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.08, 0.11	72.15	11	N/A	N/A
IndE_bin_050	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp900545705	GCA_900545705.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp900545705	98.48	0.91	GCA_900545705.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp900545705	98.48	0.91	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900545715.1, s__CAG-312 sp900545715, 95.0, 93.04, 0.88; GCA_001917305.1, s__CAG-312 sp001917305, 95.0, 78.95, 0.39; GCF_900760665.1, s__CAG-312 sp900760665, 95.0, 78.62, 0.4; GCA_002437405.1, s__CAG-312 sp002437405, 95.0, 78.01, 0.28; GCA_900548275.1, s__CAG-312 sp900548275, 95.0, 76.87, 0.1; GCA_002405555.1, s__CAG-312 sp002405555, 95.0, 76.84, 0.1; GCA_900546565.1, s__CAG-312 sp900546565, 95.0, 76.57, 0.1; GCF_900760055.1, s__CAG-312 sp900760055, 95.0, 76.56, 0.12; GCA_000438015.1, s__CAG-312 sp000438015, 95.0, 76.42, 0.1	79.02	11	N/A	N/A
IndE_bin_051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	GCF_000765235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	96.95	0.9	GCF_000765235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	96.95	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900552015.1, s__ER4 sp900552015, 95.0, 90.06, 0.78; GCA_900550165.1, s__ER4 sp900550165, 95.0, 88.6, 0.74; GCA_003522105.1, s__ER4 sp003522105, 95.0, 87.57, 0.78; GCA_900763705.1, s__ER4 sp900763705, 95.0, 87.34, 0.67; GCA_900546295.1, s__ER4 sp900546295, 95.0, 86.86, 0.75; GCA_900556145.1, s__ER4 sp900556145, 95.0, 85.95, 0.54; GCA_002405995.1, s__ER4 sp002405995, 95.0, 85.1, 0.71; GCA_900768135.1, s__ER4 sp900768135, 95.0, 83.3, 0.71; GCA_900317525.1, s__ER4 sp900317525, 95.0, 82.21, 0.63; GCA_002437735.1, s__ER4 sp002437735, 95.0, 82.15, 0.5; GCA_900552375.1, s__ER4 sp900552375, 95.0, 80.99, 0.53	60.37	11	N/A	N/A
IndE_bin_052	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A sp900548825	GCA_900548825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A sp900548825	98.2	0.85	GCA_900548825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A sp900548825	98.2	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902381825.1, s__Coprococcus_A catus, 95.0, 90.24, 0.79	84.51	11	N/A	N/A
IndE_bin_053	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	GCA_014337155.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	98.26	0.89	GCA_014337155.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	98.26	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002431865.1, s__CAG-127 sp002431865, 95.0, 91.94, 0.76; GCA_900539705.1, s__CAG-127 sp900539705, 95.0, 90.95, 0.76; GCA_002404515.1, s__CAG-127 sp002404515, 95.0, 90.71, 0.65; GCA_900553925.1, s__CAG-127 sp900553925, 95.0, 89.39, 0.74; GCF_900767585.1, s__CAG-127 sp900767585, 95.0, 88.8, 0.64; GCF_900766925.1, s__CAG-127 sp900766925, 95.0, 78.25, 0.12; GCA_002476495.1, s__CAG-127 sp002476495, 95.0, 78.09, 0.12; GCA_902762955.1, s__CAG-127 sp902762955, 95.0, 77.91, 0.11; GCA_902800325.1, s__CAG-127 sp902800325, 95.0, 77.75, 0.09; GCA_002493625.1, s__CAG-127 sp002493625, 95.0, 77.61, 0.09; GCA_902788555.1, s__CAG-127 sp902788555, 95.0, 77.58, 0.09; GCA_902780405.1, s__CAG-127 sp902780405, 95.0, 77.05, 0.11; GCA_900321145.1, s__CAG-127 sp900321145, 95.0, 76.82, 0.04; GCA_002369325.1, s__CAG-127 sp002369325, 95.0, 76.57, 0.06; GCA_902783015.1, s__CAG-127 sp902783015, 95.0, 76.5, 0.06	89.54	11	N/A	N/A
==> /Users/steven/Downloads/GTDB-Tk_on_IndE_2_of_3.tabular <==
user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
IndE_bin_054	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	GCA_000435555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	98.56	0.84	GCA_000435555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	98.56	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 94.04, 0.77; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 86.63, 0.73; GCA_900551995.1, s__CAG-83 sp900551995, 95.0, 84.84, 0.71; GCA_900554275.1, s__CAG-83 sp900554275, 95.0, 84.08, 0.64; GCA_900550585.1, s__CAG-83 sp900550585, 95.0, 83.67, 0.65; GCA_900551355.1, s__CAG-83 sp900551355, 95.0, 83.54, 0.61; GCA_900547745.1, s__CAG-83 sp900547745, 95.0, 83.39, 0.66; GCA_900556015.1, s__CAG-83 sp900556015, 95.0, 83.33, 0.63; GCA_900545495.1, s__CAG-83 sp900545495, 95.0, 83.12, 0.69; GCA_900545585.1, s__CAG-83 sp900545585, 95.0, 82.81, 0.68; GCA_900552725.1, s__CAG-83 sp900552725, 95.0, 82.09, 0.54; GCA_900548615.1, s__CAG-83 sp900548615, 95.0, 81.64, 0.53; GCA_900555735.1, s__CAG-83 sp900555735, 95.0, 81.26, 0.5; GCA_001916855.1, s__CAG-83 sp001916855, 95.0, 80.91, 0.5; GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 80.81, 0.5; GCA_900757415.1, s__CAG-83 sp900757415, 95.0, 80.75, 0.36; GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 80.56, 0.45; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 80.25, 0.48; GCA_902388735.1, s__CAG-83 sp902388735, 95.0, 79.92, 0.43; GCA_900549395.1, s__CAG-83 sp900549395, 95.0, 79.8, 0.36; GCA_004557655.1, s__CAG-83 sp004557655, 95.0, 79.76, 0.38; GCA_900552475.1, s__CAG-83 sp900552475, 95.0, 79.7, 0.4; GCA_002392625.1, s__CAG-83 sp002392625, 95.0, 79.51, 0.39; GCA_004555205.1, s__CAG-83 sp004555205, 95.0, 79.46, 0.38; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 79.37, 0.49; GCA_003539495.1, s__CAG-83 sp003539495, 95.0, 79.31, 0.42; GCA_900550615.1, s__CAG-83 sp900550615, 95.0, 79.18, 0.37; GCA_900756715.1, s__CAG-83 sp900756715, 95.0, 78.8, 0.31; GCA_012719745.1, s__CAG-83 sp012719745, 95.0, 78.06, 0.28; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 77.9, 0.26	74.49	11	N/A	N/A
IndE_bin_055	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635	GCA_900540635.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635	95.16	0.79	GCA_900540635.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635	95.16	0.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556935.1, s__CAG-110 sp900556935, 95.0, 83.09, 0.52; GCA_900547405.1, s__CAG-110 sp900547405, 95.0, 81.52, 0.48; GCA_900553805.1, s__CAG-110 sp900553805, 95.0, 79.95, 0.35; GCA_900546075.1, s__CAG-110 sp900546075, 95.0, 79.88, 0.31; GCA_900544945.1, s__CAG-110 sp900544945, 95.0, 79.73, 0.37; GCA_000434635.1, s__CAG-110 sp000434635, 95.0, 79.67, 0.32; GCA_002436765.1, s__CAG-110 sp002436765, 95.0, 79.65, 0.36; GCA_900770015.1, s__CAG-110 sp900770015, 95.0, 79.61, 0.28; GCA_004562395.1, s__CAG-110 sp004562395, 95.0, 79.56, 0.34; GCA_004555705.1, s__CAG-110 sp004555705, 95.0, 79.46, 0.34; GCA_002437585.1, s__CAG-110 sp002437585, 95.0, 79.39, 0.35; GCA_900549495.1, s__CAG-110 sp900549495, 95.0, 79.38, 0.36; GCA_900549705.1, s__CAG-110 sp900549705, 95.0, 79.23, 0.29; GCA_900554625.1, s__CAG-110 sp900554625, 95.0, 79.21, 0.22; GCA_900763965.1, s__CAG-110 sp900763965, 95.0, 79.21, 0.34; GCA_900544405.1, s__CAG-110 sp900544405, 95.0, 79.18, 0.3; GCA_900752285.1, s__CAG-110 sp900752285, 95.0, 79.15, 0.29; GCA_002362625.1, s__CAG-110 sp002362625, 95.0, 79.02, 0.3; GCA_900762245.1, s__CAG-110 sp900762245, 95.0, 78.63, 0.25; GCA_002362145.1, s__CAG-110 sp002362145, 95.0, 78.59, 0.37; GCA_002493965.1, s__CAG-110 sp002493965, 95.0, 78.58, 0.32; GCA_900762935.1, s__CAG-110 sp900762935, 95.0, 78.44, 0.32; GCA_900769845.1, s__CAG-110 sp900769845, 95.0, 77.84, 0.2; GCA_900769995.1, s__CAG-110 sp900769995, 95.0, 77.62, 0.08; GCA_900316335.1, s__CAG-110 sp900316335, 95.0, 77.5, 0.13; GCA_900544975.1, s__CAG-110 sp900544975, 95.0, 77.4, 0.14; GCA_900546915.1, s__CAG-110 sp900546915, 95.0, 77.34, 0.1; GCA_900769835.1, s__CAG-110 sp900769835, 95.0, 77.14, 0.16; GCA_900544705.1, s__CAG-110 sp900544705, 95.0, 77.08, 0.12; GCA_002372735.1, s__CAG-110 sp002372735, 95.0, 77.04, 0.14; GCA_900545515.1, s__CAG-110 sp000435995, 95.0, 77.0, 0.15; GCA_003525905.1, s__CAG-110 sp003525905, 95.0, 76.99, 0.1; GCA_900315595.1, s__CAG-110 sp900315595, 95.0, 76.86, 0.11; GCA_900546415.1, s__CAG-110 sp900546415, 95.0, 76.71, 0.09; GCA_900554705.1, s__CAG-110 sp900554705, 95.0, 76.69, 0.07; GCA_004556205.1, s__CAG-110 sp004556205, 95.0, 76.62, 0.08; GCA_900548795.1, s__CAG-110 sp900548795, 95.0, 76.24, 0.07; GCA_900551495.1, s__CAG-110 sp900551495, 95.0, 76.23, 0.1; GCA_900762005.1, s__CAG-110 sp900762005, 95.0, 75.88, 0.05	75.6	11	N/A	N/A
IndE_bin_056	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	GCA_000432435.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.38	0.94	GCA_000432435.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.38	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002437245.1, s__CAG-180 sp002437245, 95.0, 89.78, 0.83; GCA_004556705.1, s__CAG-180 sp004556705, 95.0, 78.43, 0.25; GCA_900540295.1, s__CAG-180 sp900540295, 95.0, 77.19, 0.13; GCA_004555265.1, s__CAG-180 sp004555265, 95.0, 77.17, 0.12; GCF_900766945.1, s__CAG-180 sp900766945, 95.0, 77.09, 0.06; GCA_900315985.1, s__CAG-180 sp900315985, 95.0, 76.94, 0.15; GCA_002361875.1, s__CAG-180 sp002361875, 95.0, 76.89, 0.1; GCA_002490425.1, s__CAG-180 sp002490425, 95.0, 76.41, 0.13; GCA_002314305.1, s__CAG-180 sp002314305, 95.0, 76.28, 0.06; GCA_002490525.1, s__CAG-180 sp002490525, 95.0, 76.11, 0.09; GCA_900545625.1, s__CAG-180 sp900545625, 95.0, 76.05, 0.07	77.37	11	N/A	N/A
IndE_bin_057	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003524945	GCF_003478445.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003524945	98.34	0.93	GCF_003478445.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003524945	98.34	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902788645.1, s__TF01-11 sp902788645, 95.0, 82.52, 0.57; GCF_003481585.1, s__TF01-11 sp001916135, 95.0, 82.28, 0.66; GCF_900759665.1, s__TF01-11 sp900759665, 95.0, 82.13, 0.64; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 78.58, 0.11; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 78.55, 0.1; GCF_003478335.1, s__TF01-11 sp003529475, 95.0, 78.53, 0.16; GCA_014384965.1, s__TF01-11 sp003149875, 95.0, 78.04, 0.13; GCF_003611745.1, s__TF01-11 sp003611745, 95.0, 77.48, 0.09; GCF_003612285.1, s__TF01-11 sp003612285, 95.0, 77.46, 0.08; GCA_009774235.1, s__TF01-11 sp009774235, 95.0, 77.34, 0.06; GCA_002499945.1, s__TF01-11 sp002499945, 95.0, 77.18, 0.04; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 77.16, 0.05; GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 76.92, 0.04; GCA_902795705.1, s__TF01-11 sp902795705, 95.0, 76.72, 0.11; GCA_902795775.1, s__TF01-11 sp902795775, 95.0, 76.24, 0.05	78.64	11	N/A	N/A
IndE_bin_058	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.79	0.96	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.79	0.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.51, 0.47; GCF_006542685.1, s__Alistipes dispar, 95.0, 78.98, 0.44; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 78.85, 0.47; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 78.83, 0.31; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 78.82, 0.46; GCF_900107675.1, s__Alistipes timonensis, 95.0, 78.8, 0.43; GCF_000210575.1, s__Alistipes shahii, 95.0, 78.74, 0.46; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 78.72, 0.43; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.71, 0.41; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 78.68, 0.44; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 78.66, 0.46; GCF_900083545.1, s__Alistipes provencensis, 95.0, 78.64, 0.45; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 78.63, 0.43; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 78.56, 0.47; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 78.56, 0.39; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 78.45, 0.36; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.45, 0.28; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 78.43, 0.26; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.38, 0.48; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 78.38, 0.32; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 78.36, 0.41; GCF_900604385.1, s__Alistipes megaguti, 95.0, 78.33, 0.38; GCF_006542665.1, s__Alistipes communis, 95.0, 78.28, 0.39; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 78.26, 0.43; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.16, 0.29; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.07, 0.35; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 77.86, 0.34; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.5, 0.19; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.46, 0.16; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.42, 0.19; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.33, 0.18; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.12, 0.19; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.87, 0.08; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 76.82, 0.15; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 76.63, 0.03; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 76.43, 0.03; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.42, 0.14; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 76.41, 0.03; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.36, 0.04; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.33, 0.13; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.26, 0.07; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 76.19, 0.06; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 75.44, 0.04	60.85	11	N/A	N/A
